Key,English
jz_BuffGashRightArmTendedDesc,"The gash on your right arm is bandaged and healing. Try not to get hurt so it will heal.\n\nEffects:\n-.01 Stamina Per Second\n1% Slower Mobility\n2% Slower Crafting"
jz_BuffGashLeftHandDesc,"You recived a large gash on your left hand. Use a [35bd00]Bandage[-] to stop the bleeding. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n-.05 Stamina Per Second\n3% Slower Mobility\n5% Slower Crafting"
jz_BuffDirtyGashLeftHandDesc,"The gash on your left hand is dirty and needs to be cleansed using a [35bd00]Cleansing Wash[-]. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n-.05 Stamina Per Second\n3% Slower Mobility\n5% Slower Crafting"
jz_BuffGashLeftHandDryingDesc,"The gash on your left hand is clean and drying off. Once it’s dry it will need bandaging\n\nEffects:\n-.02 Stamina Per Second\n2% Slower Mobility\n3% Slower Crafting"
jz_BuffGashLeftHandNeedsBandageDesc,"The gash on your left hand is dry and needs a [35bd00]First Aid Bandage[-] to continue healing. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n-.04 Stamina Per Second\n3% Slower Mobility\n4% Slower Crafting"
jz_BuffGashLeftHandTendedDesc,"The gash on your left hand is bandaged and healing. Try not to get hurt so it will heal.\n\nEffects:\n-.01 Stamina Per Second\n1% Slower Mobility\n2% Slower Crafting"
jz_BuffGashRightHandDesc,"You recived a large gash on your right hand. Use a [35bd00]Bandage[-] to stop the bleeding. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n-.05 Stamina Per Second\n3% Slower Mobility\n5% Slower Crafting"
jz_BuffDirtyGashRightHandDesc,"The gash on your right hand is dirty and needs to be cleansed using a [35bd00]Cleansing Wash[-]. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n-.05 Stamina Per Second\n3% Slower Mobility\n5% Slower Crafting"
jz_BuffGashRightHandDryingDesc,"The gash on your right hand is clean and drying off. Once it’s dry it will need bandaging\n\nEffects:\n-.02 Stamina Per Second\n2% Slower Mobility\n3% Slower Crafting"
jz_BuffGashRightHandNeedsBandageDesc,"The gash on your right hand is dry and needs a [35bd00]First Aid Bandage[-] to continue healing. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n-.04 Stamina Per Second\n3% Slower Mobility\n4% Slower Crafting"
jz_BuffGashRightHandTendedDesc,"The gash on your right hand is bandaged and healing. Try not to get hurt so it will heal.\n\nEffects:\n-.01 Stamina Per Second\n1% Slower Mobility\n2% Slower Crafting"
jz_BuffGashNeckDesc,"You recived a large gash on your neck. Use a [35bd00]Bandage[-] to stop the bleeding. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n-.05 Stamina Per Second\n3% Slower Mobility\n5% Slower Crafting"
jz_BuffDirtyGashNeckDesc,"The gash on your neck is dirty and needs to be cleansed using a [35bd00]Cleansing Wash[-]. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n-.05 Stamina Per Second\n3% Slower Mobility\n5% Slower Crafting"
jz_BuffGashNeckDryingDesc,"The gash on your neck is clean and drying off. Once it’s dry it will need bandaging\n\nEffects:\n-.02 Stamina Per Second\n2% Slower Mobility\n3% Slower Crafting"
jz_BuffGashNeckNeedsBandageDesc,"The gash on your neck is dry and needs a [35bd00]First Aid Bandage[-] to continue healing. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n-.04 Stamina Per Second\n3% Slower Mobility\n4% Slower Crafting"
jz_BuffGashNeckTendedDesc,"The gash on your neck is bandaged and healing. Try not to get hurt so it will heal.\n\nEffects:\n-.01 Stamina Per Second\n1% Slower Mobility\n2% Slower Crafting"
jz_BuffGashStomachDesc,"You recived a large gash on your stomach. Use a [35bd00]Bandage[-] to stop the bleeding. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n-.05 Stamina Per Second\n3% Slower Mobility\n5% Slower Crafting"
jz_BuffDirtyGashStomachDesc,"The gash on your stomach is dirty and needs to be cleansed using a [35bd00]Cleansing Wash[-]. If not treated it will lead to an [f21b10]Medical Infection[-]\n\nEffects:\n-.05 Stamina Per Second\n3% Slower Mobility\n5% Slower Crafting"
jz_BuffGashStomachDryingDesc,"The gash on your stomach is clean and drying off. Once it’s dry it will need bandaging\n\nEffects:\n-.02 Stamina Per Second\n2% Slower Mobility\n3% Slower Crafting"
jz_BuffGashStomachNeedsBandageDesc,"The gash on your stomach is dry and needs a [35bd00]First Aid Bandage[-] to continue healing. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n-.04 Stamina Per Second\n3% Slower Mobility\n4% Slower Crafting"
jz_BuffGashStomachTendedDesc,"The gash on your stomach is bandaged and healing. Try not to get hurt so it will heal.\n\nEffects:\n-.01 Stamina Per Second\n1% Slower Mobility\n2% Slower Crafting"
jz_BuffFireBurnLeftFootNeedsCleansedDesc,"You burnt your left foot. You will need to use a [35bd00]Cleansing Wash[-] to clean it. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.1 Health Loss Per Second\n.1 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnLeftFootNeedsAloeDesc,"Your burn wound is clean and needs a [35bd00]First Aid Bandage[-] to continue healing.  If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.1 Health Loss Per Second\n.1 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnLeftFootBandagedDesc,"The burn on your left foot is bandaged and healing, after a while it will need cleansed and bandaged again\n\nEffects:\n.02 Health Loss Per Second\n.05 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnLeftFootNeedsCleansedBDesc,"Your burn wound needs to be cleaned. Use a [35bd00]Cleansing Wash[-] to clean it. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.07 Health Loss Per Second\n.08 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnLeftFootNeedsAloeBDesc,"Your burn wound is clean and needs a [35bd00]First Aid Bandage[-] to continue healing.  If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.07 Health Loss Per Second\n.08 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnLeftFootHealingDesc,"Your burn wound is bandaged. Try not to hurt it so it will heal\n\nEffects:\n.1 Health Loss Per Second\n.3 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnRightFootNeedsCleansedDesc,"You burnt your right foot. You will need to use a [35bd00]Cleansing Wash[-] to clean it. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.1 Health Loss Per Second\n.1 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnRightFootNeedsAloeDesc,"Your burn wound is clean and needs a [35bd00]First Aid Bandage[-] to continue healing.  If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.1 Health Loss Per Second\n.1 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnRightFootBandagedDesc,"The burn on your right foot is bandaged and healing, after a while it will need cleansed and bandaged again\n\nEffects:\n.02 Health Loss Per Second\n.05 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnRightFootNeedsCleansedBDesc,"Your burn wound needs to be cleaned. Use a [35bd00]Cleansing Wash[-] to clean it. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.07 Health Loss Per Second\n.08 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnRightFootNeedsAloeBDesc,"Your burn wound is clean and needs a [35bd00]First Aid Bandage[-] to continue healing.  If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.07 Health Loss Per Second\n.08 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnRightFootHealingDesc,"Your burn wound is bandaged. Try not to hurt it so it will heal\n\nEffects:\n.1 Health Loss Per Second\n.3 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnLeftLegNeedsCleansedDesc,"You burnt your left leg. You will need to use a [35bd00]Cleansing Wash[-] to clean it. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.1 Health Loss Per Second\n.1 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnLeftLegNeedsAloeDesc,"You burn wound is clean and needs a [35bd00]First Aid Bandage[-] to continue healing.  If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.1 Health Loss Per Second\n.1 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnLeftLegBandagedDesc,"The burn on your left leg is bandaged and healing, after a while it will need cleansed and bandaged again\n\nEffects:\n.02 Health Loss Per Second\n.05 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnLeftLegNeedsCleansedBDesc,"Your burn wound needs to be cleaned. Use a [35bd00]Cleansing Wash[-] to clean it. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.07 Health Loss Per Second\n.08 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnLeftLegNeedsAloeBDesc,"You burn wound is clean and needs a [35bd00]First Aid Bandage[-] to continue healing.  If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.07 Health Loss Per Second\n.08 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnLeftLegHealingDesc,"Your burn wound is bandaged. Try not to hurt it so it will heal\n\nEffects:\n.1 Health Loss Per Second\n.3 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnRightLegNeedsCleansedDesc,"You burnt your right leg. You will need to use a [35bd00]Cleansing Wash[-] to clean it. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.1 Health Loss Per Second\n.1 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnRightLegNeedsAloeDesc,"You burn wound is clean and needs a [35bd00]First Aid Bandage[-] to continue healing.  If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.1 Health Loss Per Second\n.1 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnRightLegBandagedDesc,"The burn on your right leg is bandaged and healing, after a while it will need cleansed and bandaged again\n\nEffects:\n.02 Health Loss Per Second\n.05 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnRightLegNeedsCleansedBDesc,"Your burn wound needs to be cleaned. Use a [35bd00]Cleansing Wash[-] to clean it. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.07 Health Loss Per Second\n.08 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnRightLegNeedsAloeBDesc,"You burn wound is clean and needs a [35bd00]First Aid Bandage[-] to continue healing.  If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.07 Health Loss Per Second\n.08 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnRightLegHealingDesc,"Your burn wound is bandaged. Try not to hurt it so it will heal\n\nEffects:\n.1 Health Loss Per Second\n.3 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnLeftHandNeedsCleansedDesc,"You burnt your left hand. You will need to use a [35bd00]Cleansing Wash[-] to clean it. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.1 Health Loss Per Second\n.1 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnLeftHandNeedsAloeDesc,"You burn wound is clean and needs a [35bd00]First Aid Bandage[-] to continue healing.  If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.1 Health Loss Per Second\n.1 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnLeftHandBandagedDesc,"The burn on your left hand is bandaged and healing, after a while it will need cleansed and bandaged again\n\nEffects:\n.02 Health Loss Per Second\n.05 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnLeftHandNeedsCleansedBDesc,"Your burn wound needs to be cleaned. Use a [35bd00]Cleansing Wash[-] to clean it. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.07 Health Loss Per Second\n.08 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnLeftHandNeedsAloeBDesc,"You burn wound is clean and needs a [35bd00]First Aid Bandage[-] to continue healing.  If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.07 Health Loss Per Second\n.08 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnLeftHandHealingDesc,"Your burn wound is bandaged. Try not to hurt it so it will heal\n\nEffects:\n.1 Health Loss Per Second\n.3 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnRightHandNeedsCleansedDesc,"You burnt your right hand. You will need to use a [35bd00]Cleansing Wash[-] to clean it. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.1 Health Loss Per Second\n.1 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnRightHandNeedsAloeDesc,"You burn wound is clean and needs a [35bd00]First Aid Bandage[-] to continue healing.  If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.1 Health Loss Per Second\n.1 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnRightHandBandagedDesc,"The burn on your right hand is bandaged and healing, after a while it will need cleansed and bandaged again\n\nEffects:\n.02 Health Loss Per Second\n.05 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnRightHandNeedsCleansedBDesc,"Your burn wound needs to be cleaned. Use a [35bd00]Cleansing Wash[-] to clean it. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.07 Health Loss Per Second\n.08 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnRightHandNeedsAloeBDesc,"You burn wound is clean and needs a [35bd00]First Aid Bandage[-] to continue healing.  If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.07 Health Loss Per Second\n.08 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnRightHandHealingDesc,"Your burn wound is bandaged. Try not to hurt it so it will heal\n\nEffects:\n.1 Health Loss Per Second\n.3 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnLeftArmNeedsCleansedDesc,"You burnt your left arm. You will need to use a [35bd00]Cleansing Wash[-] to clean it. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.1 Health Loss Per Second\n.1 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnLeftArmNeedsAloeDesc,"You burn wound is clean and needs a [35bd00]First Aid Bandage[-] to continue healing.  If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.1 Health Loss Per Second\n.1 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnLeftArmBandagedDesc,"The burn on your left arm is bandaged and healing, after a while it will need cleansed and bandaged again\n\nEffects:\n.02 Health Loss Per Second\n.05 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnLeftArmNeedsCleansedBDesc,"Your burn wound needs to be cleaned. Use a [35bd00]Cleansing Wash[-] to clean it. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.07 Health Loss Per Second\n.08 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnLeftArmNeedsAloeBDesc,"You burn wound is clean and needs a [35bd00]First Aid Bandage[-] to continue healing.  If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.07 Health Loss Per Second\n.08 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnLeftArmHealingDesc,"Your burn wound is bandaged. Try not to hurt it so it will heal\n\nEffects:\n.1 Health Loss Per Second\n.3 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnRightArmNeedsCleansedDesc,"You burnt your right arm. You will need to use a [35bd00]Cleansing Wash[-] to clean it. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.1 Health Loss Per Second\n.1 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnRightArmNeedsAloeDesc,"Your burn wound is clean and needs a [35bd00]First Aid Bandage[-] to continue healing.  If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.1 Health Loss Per Second\n.1 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnRightArmBandagedDesc,"The burn on your right arm is bandaged and healing, after a while it will need cleansed and bandaged again\n\nEffects:\n.02 Health Loss Per Second\n.05 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnRightArmNeedsCleansedBDesc,"Your burn wound needs to be cleaned. Use a [35bd00]Cleansing Wash[-] to clean it. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.07 Health Loss Per Second\n.08 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnRightArmNeedsAloeBDesc,"Your burn wound is clean and needs a [35bd00]First Aid Bandage[-] to continue healing.  If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.07 Health Loss Per Second\n.08 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnRightArmHealingDesc,"Your burn wound is bandaged. Try not to hurt it so it will heal\n\nEffects:\n.1 Health Loss Per Second\n.3 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnStomachNeedsCleansedDesc,"You burnt your stomach. You will need to use a [35bd00]Cleansing Wash[-] to clean it. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.1 Health Loss Per Second\n.1 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnStomachNeedsAloeDesc,"Your burn wound is clean and needs a [35bd00]First Aid Bandage[-] to continue healing.  If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.1 Health Loss Per Second\n.1 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnStomachBandagedDesc,"The burn on your stomach is bandaged and healing, after a while it will need cleansed and bandaged again\n\nEffects:\n.02 Health Loss Per Second\n.05 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnStomachNeedsCleansedBDesc,"Your burn wound needs to be cleaned. Use a [35bd00]Cleansing Wash[-] to clean it. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.07 Health Loss Per Second\n.08 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnStomachNeedsAloeBDesc,"Your burn wound is clean and needs a [35bd00]First Aid Bandage[-] to continue healing.  If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.07 Health Loss Per Second\n.08 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnStomachHealingDesc,"Your burn wound is bandaged. Try not to hurt it so it will heal\n\nEffects:\n.1 Health Loss Per Second\n.3 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnNeckNeedsCleansedDesc,"You burnt your neck. You will need to use a [35bd00]Cleansing Wash[-] to clean it. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.1 Health Loss Per Second\n.1 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnNeckNeedsAloeDesc,"Your burn wound is clean and needs a [35bd00]First Aid Bandage[-] to continue healing.  If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.1 Health Loss Per Second\n.1 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnNeckBandagedDesc,"The burn on your neck is bandaged and healing, after a while it will need cleansed and bandaged again\n\nEffects:\n.02 Health Loss Per Second\n.05 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnNeckNeedsCleansedBDesc,"Your burn wound needs to be cleaned. Use a [35bd00]Cleansing Wash[-] to clean it. If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.07 Health Loss Per Second\n.08 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnNeckNeedsAloeBDesc,"Your burn wound is clean and needs a [35bd00]First Aid Bandage[-] to continue healing.  If not treated it will lead to a [f21b10]Medical Infection[-]\n\nEffects:\n.07 Health Loss Per Second\n.08 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"
jz_BuffFireBurnNeckHealingDesc,"Your burn wound is bandaged. Try not to hurt it so it will heal\n\nEffects:\n.1 Health Loss Per Second\n.3 Water Loss Per Second\n-4 Hypothermal Resist\n4 Hyperthermal Resist"

BLOCK_________________________XML,BLOCK_________________________XML
jz_KitchenWorkbench,"Kitchen"
jz_KitchenWorkbenchDesc,"Everything needed to store and cook large healthy meals"
jz_ModernStoveCampfire,"Oven"
jz_OldStoveCampfire,"Oven"
ovenDesc,"A repaired oven that can be used to cook better foods than the Campfire"
corrugatedMetalShapes:VariantHelper,"Iron Shapes"
jz_SimpleLogBlock,"Log Cabin Block"
jz_SimpleLogBlockDesc,"Fresh Timber sealed with clay. Not the strongest block but it’s a start"
jz_SimpleIronFrame,"Simple Iron Cube Frame"
jz_SimpleIronRampFrame,"Simple Iron Ramp Frame"
ImprovisedCampfireDesc,"An improvised Campfire for cooking and keeping warm"
jz_ComercialToiletCampfire,"Commercial Toilet Campfire"
jz_BurningBarrelCampfire,"BurningBarrelCampfire"
jz_GasGrillCampfire,"Gas Grill Campfire"
jz_CharcoalGrillCampfire,"Charcoal Grill Campfire"
jz_WallOvenCampfire,"Wall Oven Campfire"
jz_ToilteCampfire,"Toilte Campfire"
jz_SimpleScaffoldingBlock,"Scaffolding Block"
jz_SimpleScaffoldingBlockDesc,"Simple scaffolding that can be picked back up when placed"
jz_SimpleConcreteShapesBlock,"Simple Concrete Frame Shapes" 
jz_SimpleConcreteShapesBlockDesc,"Basic Concrete block frame shapes"
jz_SimpleCobblestoneShapesBlock,"Simple Cobblestone Frame Shapes" 
jz_SimpleCobblestoneShapesBlockDesc,"Basic Cobblestone block frame shapes"
jz_SimpleIronShapesBlock,"Simple Iron Frame Shapes"
jz_SimpleIronShapesBlockDesc,"Basic Iron Frame shapes"
jz_SimpleWoodShapesBlock,"Simple Wood Frame Shapes"
jz_SimpleWoodShapesBlockDesc,"Basic Wood block frame shapes"
jz_refrigeratorGroupDesc,"A modern refrigerator, its seen better days but will still do a good job of stopping perishable goods from spoiling when used for storage."
cntCoolerClosedDesc,"A well insulated Cooler that can be used to store and slow the spoiling of perishable goods."
jz_trapSpikesIronDmg0Dec,"Iron Pipes sharpened and bolted together.\n\nRepair with Iron Pipes using a Wrench"
jz_ZombieLoot,"Zombie Corpse"
jz_QISatRadioStation,"Satellite Radio"
jz_QISatRadioStationDesc,"A crudely crafted device capable of sending and receiving communications with satellites."
jz_QIHospitalLabStation,"Tissue Testing Station"
jz_QIHospitalLabStationDesc,"All the equipment needed to analyze tissue samples."
jz_QIMilitarySecurityStation,"Security Card Scanner"
jz_DryingRack,Drying Rack
dryingRackDesc,"A simple workstation used for drying Skins, Firewood and creating Seeds from crops."
jz_StoneMill,Stone Mill
StoneMillDesc,"Large flat stones used to grind objects into powder."
jz_ResearchDesk,Research Desk
ResearchDeskDesc,"A workstation used to reverse engineer unknown crafting schematics"
jz_SteelForge,Steel Forge
blastFurnaceDesc,"A large forge capable of temperatures high enough to smelt Steel and create advanced glass"
jz_MortarAndPestle,Mortar & Pestle
MortarAndPestle1Desc,"A small stone workstation that can be placed and used to grind chemicals and medical items. It can also be used as a tool in the Chemistry Station"
jz_FermentationBarrel,Fermentation Barrel
jz_FermentationBarrelDesc,"A simple workstation used to ferment beer and mead."
jz_MethaneProducer,Methane Producer
jz_MethaneProducerDesc,"A homemade system for capturing methane from rotting material. Can refill old propane tanks to use as bombs."
jz_MethaneTankBomb,Methane Bomb
jz_MethaneTankBombDesc,"A old propane tank filled with methane. Place on the ground and shoot to cause a large explosion that does no damage to blocks."
plantedCropsGroupDesc,"Plant these seeds on soil or a Farm Plot to grow crops to harvest. Protect your crops from zombie and animals or they can be trampled and destroyed. Use the Watering Can to add Fertilizer to the planted seed to increase crop yield. The Watering Can can also be used to treat Insect Infestations with Insecticide and to water dry plants with Ounces of Dirty Water"
plantedTreeGroupDesc,"Plant these seeds on soil to grow trees to harvest. Protect your crops from zombie and animals or they can be trampled and destroyed. Use the Watering Can to add Fertilizer to the planted seed to increase crop yield. The Watering Can can also be used to treat Insect Infestations with Insecticide and to water dry plants with Ounces of Dirty Water"
jz_CharacterChoiceComputer,Starting Options
jz_CharacterChoiceComputerDesc,"Immediately place on the ground and use to chose your players starting stats and knowledge"
jz_TrapWoodenSpikeStarter,Spike Trap Starter
setUpASpikeTrapDesc,"Place and upgrade with Sticks using a Stoneaxe to build a Spike Trap. Repair with Sticks."
jz_StorageSack,"Storage Sack"
jz_StorageSackDesc,"A basic storage container with no lock"
jz_GoreBlockHumanBones,"Decaying Body"
jz_GoreBlockHumanBones2,"Decaying Body"
jz_GoreBlockHumanBones3,"Decaying Body"
jz_GoreBlockHumanBones4,"Decaying Body"
jz_GoreBlockHumanBones5,"Decaying Body"
jz_GoreBlockHumanBones6,"Decaying Body"
jz_GoreBlockHumanBones7,"Decaying Body"
jz_GoreBlockHumanBones8,"Decaying Body"
jz_GoreBlockHumanBones9,"Decaying Body"
jz_GoreBlockHumanBonesA,"Decaying Body"
jz_GoreBlockHumanBones10,"Decaying Body"
jz_VehiclesBulldozer,Bulldozer
jz_VehiclesCaprise,Abandoned Vehicle
jz_VehiclesForkLift,Fork Lift
jz_VehiclesGarbageTruck,Garbage Truck
jz_VehiclesHotRod,Abandoned Vehicle
jz_VehiclesLingo,Abandoned Vehicle
jz_VehiclesLovo,Abandoned Vehicle
jz_VehiclesPassied,Abandoned Vehicle
jz_VehiclesPickup,Abandoned Vehicle
jz_VehiclesPolice,Police Car
jz_VehiclesVan,Abandoned Vehicle
jz_VehiclesRustyVan,Abandoned Vehicle
jz_VehiclesTaxi,Taxi
jz_VehiclesTowTruck,Tow Truck
jz_VehiclesTractor,Tractor
jz_VehiclesTVVan,TV Van
jz_VehiclesWhiteCar,Abandoned Vehicle
jz_VehiclesWreckedPassied,Abandoned Vehicle
jz_VehiclesWreckedCar,Abandoned Vehicle
jz_VehiclesBigRigWhite,Big Rig
jz_VehicleOpen18Wheeler,Trailer
